id,journal_abbr,year,auto_code,llm_code,llm_reason
27134392,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test on unqualified 'variables', not residuals or per-group."
26644663,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Unqualified statement about testing data for normality.
26180329,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
31037001,J Phys Ther Sci,2019,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
27630439,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
27313394,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
29581655,J Phys Ther Sci,2018,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
28174473,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Normality test applied to pooled data without group conditioning.
27821958,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test on all data, not residuals or per-group."
26157239,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
28744035,J Phys Ther Sci,2017,INCORRECT,INCORRECT,Unqualified statement about testing data for normality.
29706721,J Phys Ther Sci,2018,INCORRECT,UNCLEAR,Lacks specification on what was tested for normality.
29706697,J Phys Ther Sci,2018,INCORRECT,ACCEPTABLE,Normality tested separately for fallers and non-fallers within each disease group.
25995572,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
27390440,J Phys Ther Sci,2016,INCORRECT,UNCLEAR,No clear target for normality test described.
27390436,J Phys Ther Sci,2016,INCORRECT,ACCEPTABLE,Normality tested separately within each group side.
26180359,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Data tested for normality without specifying residuals or groups.
26957750,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
26834346,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to variables, not residuals or per-group."
27134386,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Test applied to pooled/raw data, not residuals or per-group."
28210050,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test applied to pooled data, not residuals or per-group."
28265170,J Phys Ther Sci,2017,INCORRECT,INCORRECT,Unqualified statement about testing variables for normality.
28265153,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality checked on measured variables, not residuals or per-group."
27313393,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
26157233,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
28603375,J Phys Ther Sci,2017,INCORRECT,INCORRECT,Shapiro-Wilk test used without specifying residuals or per-group data.
29581654,J Phys Ther Sci,2018,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
28174431,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Unqualified statement about testing all data for normality.
28603367,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test applied to variables, not residuals or per-group."
26957767,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Data normality tested without specifying residuals or per-group.
27630414,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to variables, not residuals or per-group."
27942108,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Shapiro-Wilk test on unqualified 'general properties and outcome measures'.
25995549,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Data tested without specifying residuals or groups.
26504339,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Unqualified statement about testing data for normality.
27799661,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Shapiro-Wilk test applied to pooled/raw data, not residuals or per-group."
28931994,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test applied to variables, not residuals or per-group."
30154603,J Phys Ther Sci,2018,INCORRECT,INCORRECT,"Normality test applied to pooled/raw variables, not residuals or per-group."
27630422,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to pooled/raw variables, not residuals or per-group."
27799716,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test on pooled/raw data, not residuals or per-group."
30154600,J Phys Ther Sci,2018,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
26157210,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
27064889,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to pooled data, not residuals or per-group."
26157207,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
25931686,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Data tested for normality without specifying residuals or groups.
27065223,J Phys Ther Sci,2016,ACCEPTABLE,ACCEPTABLE,"Normality tested within both groups, not residuals or pooled data."
26834363,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Unqualified statement about testing for normality.
27630426,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
26311933,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
34219964,J Phys Ther Sci,2021,INCORRECT,INCORRECT,Normality tested without specifying residuals or per-group data.
27313372,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
28174463,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Shapiro-Wilk test mentioned without specifying residuals or per-group data.
26834356,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to pooled/raw variables, not residuals or per-group."
26504314,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Unqualified statement about testing data for normality.
26957721,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test on unqualified 'variables', not residuals or per-group."
27512288,J Phys Ther Sci,2016,INCORRECT,ACCEPTABLE,"Shapiro-Wilk test applied within groups, not residuals or pooled data."
25729181,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Tests applied to dependent variables, not residuals or per-group."
26696701,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Unqualified statement about testing data for normality.
28356622,J Phys Ther Sci,2017,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
26696707,J Phys Ther Sci,2015,INCORRECT,UNCLEAR,Lacks specific mention of normality test target.
28356614,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
27134353,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
27134356,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
28265163,J Phys Ther Sci,2017,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
27313381,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Shapiro-Wilk test on unqualified 'data', not residuals or per-group."
25995541,J Phys Ther Sci,2015,INCORRECT,ACCEPTABLE,Within group comparisons indicate per-group normality testing.
28603361,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Shapiro-Wilk test on all parameters, not residuals or per-group."
27390404,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to unqualified 'variables', not residuals or per-group."
28603353,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality assessed on parameters, not residuals or per-group."
27390415,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Normality test applied to unqualified 'data distribution'.
27799677,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Shapiro-Wilk test applied to pooled/raw data, not residuals or per-group."
27799675,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to variables, not residuals or per-group."
26957765,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
28533609,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Tests applied to continuous variables, not residuals or per-group."
27190435,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
27799679,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Normality test on unqualified 'numerical variables'.
26957739,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
28533599,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Tests applied to pooled/raw data, not residuals or per-group."
26157262,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Tests normality on unqualified 'data', not residuals or per-group."
28744042,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
26834345,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to all variables, not residuals or per-group."
27064250,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Data tested without specifying residuals or groups.
26834328,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Tests normality on pooled/raw variables, not residuals or per-group."
26834317,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
27134389,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality assessed on variables, not residuals or per-group."
27065534,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality tested on variables, not residuals or within groups."
27512276,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to variables, not residuals or per-group."
28356618,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
27190462,J Phys Ther Sci,2016,ACCEPTABLE,INCORRECT,Data tested without specifying residuals or per-group analysis.
26644652,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test on pooled/raw data, not residuals or per-group."
27190456,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Tests applied to pooled/raw data, not residuals or per-group."
26157267,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
26157224,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Shapiro-Wilk test on unqualified 'data', not residuals or per-group."
26157219,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Shapiro-Wilk test applied to pooled/raw data without specifying groups or residuals.
26957738,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test on pooled/raw data, not residuals or per-group."
28603345,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
26180343,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to pooled/raw dependent variables, not residuals or per-group."
27064768,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to pooled outcome variables, not residuals or per-group."
25931757,J Phys Ther Sci,2015,INCORRECT,UNCLEAR,No specific target for normality test mentioned.
26834320,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test on outcome variables, not residuals or per-group."
28931976,J Phys Ther Sci,2017,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
26311937,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Unqualified statement about testing normality of results.
27313366,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
27190454,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Tests for normality on all outcomes without specifying residuals or groups.
28174465,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
27190464,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
28932004,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test applied to pooled outcome variables, not residuals or per-group."
26834339,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Unqualified statement about testing data for normality.
27190467,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Normality test applied to numeric variables without specifying residuals or groups.
26355721,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
26834342,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Tests for normality applied to outcomes without specifying residuals or groups.
27512287,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
25931687,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Tests normality on unqualified 'results', not residuals or per-group."
27512259,J Phys Ther Sci,2016,ACCEPTABLE,INCORRECT,Data tested without specifying residuals or per-group.
26696703,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
28603365,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality checked on unqualified 'data', not residuals or per-group."
27134381,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to variables, not residuals or per-group."
26180296,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Tests normality on unqualified 'variables', not residuals or per-group."
26356643,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test on raw data, not residuals or per-group."
29643591,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Shapiro-Wilk test applied to overall data, not residuals or per-group."
27799699,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Normality test applied to unqualified 'data'.
26957771,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Shapiro-Wilk test applied to variables, not residuals or per-group."
26157260,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to pooled/raw variables, not residuals or per-group."
26504324,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
26834327,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
26957752,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test on continuous variables, not residuals or per-group."
27065524,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Shapiro-Wilk test used on unqualified 'data set'.
27630421,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
27190476,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
26311968,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Shapiro-Wilk test on pooled/raw data, not residuals or per-group."
26310884,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
28878457,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Shapiro-Wilk test applied to pooled/raw data, not residuals or per-group."
27065521,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test on unqualified 'data', not residuals or per-group."
26311928,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to variables, not residuals or per-group."
25931742,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
25931701,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Tests normality on pooled/raw data, not residuals or per-group."
27512267,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Assesses normality of pooled/raw data, not residuals or per-group."
27512255,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to outcome variables, not residuals or per-group."
27512249,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to continuous variables, not residuals or per-group."
27134406,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
27821947,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Normality test on unqualified 'measuring variable'.
27821916,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Normality test applied to all variables without specifying residuals or groups.
25729193,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality tests on variables, not residuals or per-group."
26157266,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
26157236,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Tests applied to pooled/raw data, not residuals or per-group."
25729173,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Data tested without specifying residuals or groups.
25642030,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to continuous variables, not residuals or per-group."
25642068,J Phys Ther Sci,2015,ACCEPTABLE,INCORRECT,"Data within groups, not residuals or pooled data."
26834334,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
32753780,J Phys Ther Sci,2020,INCORRECT,INCORRECT,Normality test applied to pooled data without residuals or per-group mention.
28744054,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
25995565,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
27134390,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
27134366,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Unqualified statement about data normality test.
26696698,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to pooled data, not residuals or per-group."
25931752,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Normality test applied to unqualified 'data distribution'.
28174446,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Normality test applied to unqualified 'distribution'.
27390414,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
26180290,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
26311919,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Tests applied to variables without specifying residuals or groups.
26180315,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
26644688,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
26180358,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Data tested without specifying residuals or groups.
26957759,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group.
26957775,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
25995538,J Phys Ther Sci,2015,ACCEPTABLE,ACCEPTABLE,Normality tested separately within each group.
25995579,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Shapiro-Wilk test on unqualified 'collected data'.
27065526,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
27064327,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
27065544,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality tested on variables, not residuals or per-group."
25642050,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test on unqualified 'general characteristics', not residuals or per-group."
27065527,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to pooled/raw variables, not residuals or per-group."
27065543,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
26357448,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"No clear target mentioned, implies pooled data."
27799667,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to variables, not residuals or per-group."
28174448,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
26311960,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
26310784,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group.
27313341,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to variables, not residuals or per-group."
25931744,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
25931726,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
25729203,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test on pooled/raw outcome data, not residuals or per-group."
26180349,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Normality test applied to pooled/raw dependent variables.
26644685,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Unqualified statement about testing data for normality.
26957719,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Shapiro-Wilk test applied to baseline characteristics, not residuals or per-group."
32273653,J Phys Ther Sci,2020,INCORRECT,UNCLEAR,No specific normality test target described.
26504298,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
27190466,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Assesses variables without specifying residuals or groups.
26157237,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Data tested without specifying residuals or groups.
27065519,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to variables, not residuals or per-group."
25642038,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Unqualified statement about testing data distribution.
26157227,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
26157221,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Shapiro-Wilk test on unqualified 'data', not residuals or per-group."
26157272,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
26834381,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Shapiro-Wilk test on all parameters, not residuals or per-group."
25642087,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Normality test applied to pooled/raw continuous variables.
27313390,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Shapiro-Wilk test on unqualified 'data', not residuals or per-group."
26311969,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to pooled/raw variables, not residuals or per-group."
27821967,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Data assessed without specifying residuals or per-group testing.
31417215,J Phys Ther Sci,2019,INCORRECT,UNCLEAR,No specific normality test target mentioned.
26504337,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
26157206,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality assessed on unqualified 'data', not residuals or per-group."
27799700,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
32581429,J Phys Ther Sci,2020,INCORRECT,INCORRECT,"Normality tested on unqualified 'data', not residuals or per-group."
26180340,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test on unqualified 'data', not residuals or per-group."
26834321,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Data tested for normality without specifying residuals or groups.
26157271,J Phys Ther Sci,2015,ACCEPTABLE,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
26157235,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Normality test applied to unqualified 'distribution'.
25995564,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
25931747,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Variables tested without specifying residuals or per-group analysis.
31871372,J Phys Ther Sci,2019,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
25931704,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
26180294,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Shapiro-Wilk test applied to data without specifying residuals or groups.
26696721,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Normality tested on data without specifying residuals or groups.
26696740,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
26644678,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to raw assessments, not residuals or per-group."
25931716,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Shapiro-Wilk test on unqualified 'data distribution'.
25642036,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality assessed on pooled/raw data, not residuals or per-group."
25931749,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
25931713,J Phys Ther Sci,2015,ACCEPTABLE,INCORRECT,"Tests applied to pooled variables, not residuals or per-group."
28878471,J Phys Ther Sci,2017,INCORRECT,INCORRECT,Normality test applied to variables without specifying residuals or groups.
29643576,J Phys Ther Sci,2017,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
28878461,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test on variables, not residuals or per-group."
28603356,J Phys Ther Sci,2017,INCORRECT,INCORRECT,Unqualified statement about testing all participants for normality.
28603362,J Phys Ther Sci,2017,INCORRECT,UNCLEAR,No specific normality test target mentioned.
28265160,J Phys Ther Sci,2017,ACCEPTABLE,INCORRECT,"Normality test on unqualified 'data', not residuals or per-group."
27512265,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Data normality verified without specifying residuals or per-group testing.
27512285,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test on pooled/raw data, not residuals or per-group."
27821951,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Data screened for normality without specifying residuals or groups.
28210045,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test on pooled/raw data, not residuals or per-group."
27313340,J Phys Ther Sci,2016,ACCEPTABLE,INCORRECT,"Normality test on pooled/raw data, not residuals or per-group."
26644695,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Unqualified statement about normality of measures, not residuals or per-group."
27134384,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Tests applied to pooled/raw variables, not residuals or per-group."
25729185,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying groups or residuals.
29738929,Musculoskelet Sci Pract,2018,INCORRECT,INCORRECT,"Normality test applied to raw scores, not residuals or per-group."
33947615,J Hand Ther,2022,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
27773588,J Hand Ther,2016,CORRECT,CORRECT,"Normality test based on residuals, not pooled data or groups."
37979248,Braz J Phys Ther,2023,MIXED,MIXED,
38964202,Braz J Phys Ther,2024,INCORRECT,INCORRECT,"Shapiro-Wilk test on unqualified 'data', not residuals or per-group."
39260020,Braz J Phys Ther,2024,INCORRECT,INCORRECT,
38394720,Braz J Phys Ther,2024,INCORRECT,ACCEPTABLE,
38943742,Braz J Phys Ther,2024,INCORRECT,INCORRECT,
39476510,Braz J Phys Ther,2024,INCORRECT,INCORRECT,"Normality assessed on raw variables, not residuals or per-group."
39146868,Braz J Phys Ther,2024,INCORRECT,INCORRECT,
39509929,Braz J Phys Ther,2024,INCORRECT,INCORRECT,
39094214,Braz J Phys Ther,2024,INCORRECT,INCORRECT,
38696973,Braz J Phys Ther,2024,INCORRECT,INCORRECT,
34001424,Braz J Phys Ther,2021,MIXED,MIXED,
38943740,Braz J Phys Ther,2024,INCORRECT,INCORRECT,Normality tested on data without specifying residuals or groups.
38217948,Braz J Phys Ther,2024,MIXED,CORRECT,
37603935,Braz J Phys Ther,2023,INCORRECT,INCORRECT,
35364349,Braz J Phys Ther,2022,MIXED,INCORRECT,
37146510,Braz J Phys Ther,2023,INCORRECT,INCORRECT,
37801775,Braz J Phys Ther,2023,INCORRECT,INCORRECT,
36738662,Braz J Phys Ther,2023,INCORRECT,INCORRECT,
37827018,Braz J Phys Ther,2023,INCORRECT,INCORRECT,
35104749,Braz J Phys Ther,2022,INCORRECT,INCORRECT,
37862916,Braz J Phys Ther,2023,INCORRECT,INCORRECT,
35489300,Braz J Phys Ther,2022,INCORRECT,INCORRECT,
34348864,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
37572382,Braz J Phys Ther,2023,INCORRECT,INCORRECT,
37639944,Braz J Phys Ther,2023,INCORRECT,INCORRECT,
37566990,Braz J Phys Ther,2023,INCORRECT,INCORRECT,
